cluster_id,size,cluster_template,example_raw,label
T00015846,1,<*> sched: _slurm_rpc_allocate_resources sched: <*> <*>,[2025-09-01T21:09:27.822] POWER: power_save: suspending nodes cpu-48c-std-dy-c7i24xlarge-13,
T00015947,1,[2025-08-30T16:01:12.000] [2025-08-30T16:01:12.000] [2025-08-30T16:01:12.000] [2025-08-30T16:01:12.000] Resetting JobId=845,[2025-09-01T02:10:02.000] job_time_limit: Configuration for JobId=849 complete,
T00016009,1,nodes to resume for <*> POWER: no more nodes to resume for <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,[2025-09-02T13:58:53.429] sched/backfill: _start_job: Started JobId=928 in cpu-48c-std on cpu-48c-std-dy-c7i24xlarge-2,
T00016013,1,"-, instance_name=c7i.4xlarge, instance_size=c7i.4xlarge, instance_type=c7i.4xlarge.] [2025-08-31T19:36:57.369] [2025-08-31T",[2025-09-02T23:54:01.698] Node cpu-8c-std-dy-c7i4xlarge-1 now responding,
T00016033,1,[2025-09-01T02:10:02.000]. [2025-09-01T02:10:02.000] [2025-09-01T02:10:02.000] [2025-09-01T02:10:02.000] [2025-09-01T02,"[2025-09-01T05:13:56.172] POWER: Node cpu-8c-std-dy-c7i4xlarge-1/cpu-8c-std-dy-c7i4xlarge-1/192.168.10.62 powered up with instance_id=i-076792a125f106d57, instance_type=c7i.4xlarge",
T00015862,1,[2025-08-29T16:27:26.362] _slurm_rpc_submit_batch_job: JobId=843 InitPrio=1162 usec=1116 [2025-08-29T16:27:2,[2025-09-03T00:28:50.777] POWER: Power save mode: 333 nodes,
T00016039,1,cpu-16c-std-dy-c7i8xlarge-1.--c7i8xlarge-1 [2025-09-01T02:36:12.585] [2025-09-01T02:36:12.585] [202,[2025-09-01T15:36:43.400] POWER: power_save: waking nodes cpu-48c-std-dy-c7i24xlarge-5,
T00016048,1,waking nodes cpu-32c-std-dy-c7i16xlarge-1 waking <*> <*> <*>,[2025-09-01T17:36:35.280] POWER: no more nodes to resume for job JobId=871,
T00016068,1,[2025-09-01T07:07:48.766] [2025-09-01T07:07:48.766] [2025-09-01T07:07:48.766] [2025-09-01T07:07:48.766] [2025-0,[2025-09-01T15:36:07.003] job_time_limit: Configuration for JobId=858 complete,
T00016088,1,nodes to resume for job POWER: no more nodes to resume for job855:855 JobId=855 JobId=855 JobId=855 JobId=855 JobId=855 JobId=855 JobI,[2025-09-01T18:33:19.000] sched: Allocate JobId=871 NodeList=cpu-48c-std-dy-c7i24xlarge-11 #CPUs=48 Partition=cpu-48c-std,
T00015359,1,gpu-1g-l4-4c-dy-g62xlarge-5 node [2025-08-27T09:41:14.215]-g62xlarge-5-g62xlarge-5-g62xlarge-5-g62,[2025-09-02T08:20:56.730] power down request repeating for node test-gpu-1g-l4-4c-g6-dy-g62xlarge-4,
T00015752,1,_save: suspending nodes-g62xlarge-1g-l4-4c-g6-dy-g62xlarge-1g-l4-4c-g6-dyg62xlarge-1g-l4-dyg62,[2025-09-02T13:54:57.000] sched: Allocate JobId=925 NodeList=cpu-48c-std-dy-c7i24xlarge-2 #CPUs=48 Partition=cpu-48c-std,
T00015823,1,[2025-08-29T10:14:27.117] [2025-08-29T10:14:27.117] [2025-08-29T10:14:27.117] [2025-08-29T10:14:27.117] [2025-0,[2025-09-01T21:04:17.787] POWER: power_save: suspending nodes cpu-32c-std-dy-c7i16xlarge-1,
T00015776,1,<*> _slurm_rpc_submit_batch_job: <*> _slurm_rpc_submit,[2025-09-02T15:16:31.789] POWER: no more nodes to resume for job JobId=946,
T00016142,1,: node <*> (Code:InsufficientInstanceCapacity) <*> node.,[2025-09-01T15:42:06.148] update_node: node cpu-48c-std-dy-c7i24xlarge-15 state set to DOWN,
T00015352,1,gpu-1g-l4-2c-dy-g6xlarge-60 node [2025-08-27T09:41:14.183]-g6xlarge-60gpu-1g-l4-2c-dy-g6xlarge,[2025-09-03T07:52:06.576] power down request repeating for node cpu-8c-mem-dy-r7i4xlarge-1,
T00015771,1,"-1/cpu-16c-std-dy-c7i8xlarge-1/192.168.8.249-1, instance_name=c7i.8xlarge-1, and]0.123-1/cpu-16c-std",[2025-09-02T11:27:50.585] Node cpu-16c-std-dy-c7i8xlarge-1 now responding,
T00015769,1,-c7i8xlarge-1....-c7i8xlarge-1. cpu-std-dy-c7i8xlarge-1..:50:09.123:50:09.123,[2025-09-02T07:10:51.153] POWER: power_save: waking nodes cpu-8c-std-dy-c7i4xlarge-2,
T00015767,1,nodes to resume for job POWER: no more nodes to resume for job JobId=825. nodes to resume for job nodes to resume for job052025-08-28T16:46:07.523] POWER: no more,[2025-09-02T09:40:04.005] sched: Allocate JobId=911 NodeList=test-cpu-8c-c7iflex-dy-c7iflex4xlarge-2 #CPUs=8 Partition=test-cpu-8c-c7iflex,
T00016157,1,[2025-09-01T15:38:20.076] _slurm_rpc_submit_batch_job: JobId=866 InitPrio=46511 usec=641 usec=641 usec=641 usec=,[2025-09-01T18:40:08.755] POWER: power_save: suspending nodes cpu-48c-std-dy-c7i24xlarge-[9-10],
T00015757,1,node.-c7iflex4xlarge-1-c7iflex4xlarge-1-c7iflex4xlarge-1-c7iflex4xlarge-1 node test-cpu-8c-c7iflex4xlarge-1,[2025-09-01T16:59:23.003] POWER: no more nodes to resume for job JobId=869,
T00016309,1,<*> <*> [POWER: no more nodes to resume for <*> POWER: no more nodes,[2025-09-01T16:59:23.002] POWER: no more nodes to resume for job JobId=867,
T00016320,1,[2025-09-01T16:22:06.184] update_node: node.0..-:22:06.184] [2025-09-01T16:22:06.184] [2025-09-01T16:22:06.184],[2025-09-01T16:22:06.184] update_node: node cpu-48c-std-dy-c7i24xlarge-19 reason set to: (Code:InsufficientInstanceCapacity)Temporarily disabling node due to insufficient capacity,
T00016704,1,node: (Code:VcpuLimitExceeded): [2025-09-01T18:27:46.056] update_node: node cpu-48c-std-dy-c7i24x,[2025-09-01T20:19:08.000] Resetting JobId=873 start time for node power up,
T00015595,1,"InactiveLimit 1 specified more than once, latest value used.","[2025-09-02T14:29:18.694] error: SchedulerParameters 1 specified more than once, latest value used",job_scheduled_event
T00016522,1,nodes to resume for job POWER: no more nodes to resume for job POWER: no more nodes to resume for job5-09-01T17:16:26.130] POWER: no more nodes to resume for job: no more nodes to resume for,[2025-09-01T17:31:23.011] error: unable to split forward hostlist,node_error_event
T00016524,1,5-09-01T17:16:27.502 [2025-09-01T17:16:27.502] [2025-09-01T17:16:27.502] JobId=869 [2025-09-01T17:16:27.502] Reque,[2025-09-01T17:39:41.304] POWER: no more nodes to resume for job JobId=869,
T00016543,1,5-09-01T17:24:43.572. [2025-09-01T17:24:43.572] Requencing JobId=872 [2025-09-01T17:24:43.572] [2025-09-01T17:24:43.5,[2025-09-01T17:24:43.572] Requeuing JobId=870,
T00016561,1,[2025-09-01T17:31:06.230]. [2025-09-01T17:31:06.230]:.:.2025-09-01T17:31:06.230] power down request repeating for node:31:06.,[2025-09-01T17:51:06.240] update_node: node cpu-48c-std-dy-c7i24xlarge-12 reason set to: Enabling node since insufficient capacity timeout expired,node_unresponsive
T00016570,1,:: <*> (Code:InsufficientInstanceCapacity)Failure when resuming <*>,[2025-09-01T18:03:27.485] POWER: no more nodes to resume for job JobId=870,
T00016576,1,[2025-09-01T17:36:06.209] for node power down request repeating for node:: power down request repeating for node:2025-09-01T17:36:06.209]:36.5-09,[2025-09-03T07:52:06.576] power down request repeating for node cpu-8c-mem-dy-r7i4xlarge-5,
T00016584,1,: node <*> (Code:InsufficientInstanceCapacity). node. [2025-09-01T17:40:06.207] update_node: no,[2025-09-01T18:25:42.032] Requeuing JobId=871,
T00016590,1,: <*> POWER: no more nodes to resume for <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,[2025-09-01T17:58:15.010] error: unable to split forward hostlist,node_error_event
T00016591,1,[2025-09-01T17:44:21.688] Requering JobId=871 [2025-09-01T17:44:21.688] [2025-09-01T17:44:21.688].:41.688] Requering,[2025-09-01T17:46:24.353] POWER: no more nodes to resume for job JobId=870,
T00016603,1,[2025-09-01T17:49:31.740]5-09-01T17:49:31.740 [2025-09-01T17:49:31.740]:31.740 node:31.740] [2025-09-01T17:,[2025-09-01T18:03:28.839] Requeuing JobId=869,
T00016618,1,: node cpu-48c-std-dy-c7i24xlarge-20. cpu-48c-std-dy-c7i24xlarge-20 00:00:01.223 [2025-09-01T17,[2025-09-01T18:08:06.174] update_node: node cpu-48c-std-dy-c7i24xlarge-18 reason set to: Enabling node since insufficient capacity timeout expired,node_unresponsive
T00016636,1,[2025-09-01T18:01:19.000] sched: [2025-09-01T18:01:19.000]-dy-c7i24xlarge-15 [2025-09-01T18:01:19.000]-dy,[2025-09-01T18:44:06.180] powering down node cpu-48c-std-dy-c7i24xlarge-10,
T00016639,1,[2025-09-01T18:01:24.813] Requering JobId=871 [2025-09-01T18:01:24.813] Requering JobId=871 [2025-09-01T18:01:24.813] Requering,[2025-09-01T18:10:41.541] POWER: no more nodes to resume for job JobId=872,
T00016640,1,[2025-09-01T18:03:27.485] POWER: no more nodes to resume for job [2025-09-01T18:03:27.485] POWER:: POWER:] POWER:2025-09-01,[2025-09-01T18:12:46.939] Requeuing JobId=871,
T00016641,1,[2025-09-01T18:03:28.839] [2025-09-01T18:03:28.839] <*> <*>,[2025-09-01T18:39:37.752] POWER: no more nodes to resume for job JobId=872,
T00016642,1,[2025-09-01T18:03:28.839]. [2025-09-01T18:03:28.839] JobId=871 [2025-09-01T18:03:28.839] [2025-09-01T18:03,[2025-09-01T18:03:28.839] requeue job JobId=872 due to failure of node cpu-48c-std-dy-c7i24xlarge-8,job_failed_event
T00016644,1,[2025-09-01T18:03:28.839] [2025-09-01T18:03:28.839]::00.039 [2025-09-01T18:03:28.839]:03:28.839,[2025-09-01T18:23:41.084] Requeuing JobId=872,
T00016653,1,: POWER: no more nodes to resume for job POWER: no more nodes to resume for job:870 POWER: no more nodes to resume for job JobId=870 JobId=870 JobId=870 JobId=8,[2025-09-01T18:10:41.541] POWER: no more nodes to resume for job JobId=870,
T00015322,1,gpu-1g-l4-2c-dy-g6xlarge-8 node node-gpu-1g-l4-2c-dy-g6xlarge-8gpu-1g-l4-2c-dy-g6xlarge,[2025-09-03T07:52:06.656] power down request repeating for node cpu-16c-mem-dy-r7i8xlarge-20,
T00016684,1,[2025-09-01T18:18:27.97] job [2025-09-01T18:18:27.97].970 [2025-09-01T18:18:27.970] requeue job JobId=869 due,[2025-09-01T18:45:18.793] POWER: no more nodes to resume for job JobId=872,
T00015547,1,job_signal: 9 of running job_signal: 9 of running JobId=793 successful 0x8004 job_signal: 9 of running JobId=793 job JobId=793 JobId=793 job_signal:,"[2025-08-28T07:39:11.630] POWER: Node gpu-1g-l4-4c-dy-g62xlarge-1/gpu-1g-l4-4c-dy-g62xlarge-1/192.168.8.46 powered up with instance_id=i-0e2c042711f8bae22, instance_type=g6.2xlarge",
T00016518,1,[2025-09-01T17:14:23.431] Requering JobId=871 JobId=871 JobId=871 JobId=871 JobId=871 JobId=871 JobId=871 JobId=87,[2025-09-01T17:18:06.250] update_node: node cpu-48c-std-dy-c7i24xlarge-18 reason set to: Enabling node since insufficient capacity timeout expired,node_unresponsive
T00016481,1,: node <*> (Code:InsufficientInstanceCapacity)[:05:06.288] [2025-09-01T17:05:06.288] [202,[2025-09-01T18:01:24.813] Requeuing JobId=870,
T00016479,1,<*> [2025-09-01T17:04:34.394] Requering <*> <*>,[2025-09-01T17:09:43.079] POWER: no more nodes to resume for job JobId=869,
T00015581,1,sched/backfill plugin shutting down [2025-08-28T07:32:38.581] sched/backfill: fini: Backfill scheduler plugin shutting down [2025-08-28T07:32:38.581] sched/backfill,[2025-08-28T07:32:43.656] Saving all slurm state,job_scheduled_event
T00016338,1,<*> <*> [2025-09-01T16:27:06.257] [202,[2025-09-01T16:27:06.257] update_node: node cpu-48c-std-dy-c7i24xlarge-18 reason set to: Enabling node since insufficient capacity timeout expired,node_unresponsive
T00016344,1,[2025-09-01T16:30:29.147] <*>,[2025-09-01T16:42:20.876] POWER: no more nodes to resume for job JobId=869,
T00016352,1,[2025-09-01T16:30:29.147] [2025-09-01T16:30:29.147]::30.147 [2025-09-01T16:30:29.147]:30:29.1475-09-01T,[2025-09-01T17:54:41.744] Requeuing JobId=869,
T00016358,1,node <*> <*> [2025-09-01T16:32:06.208] update_,[2025-09-01T16:48:06.175] update_node: node cpu-48c-std-dy-c7i24xlarge-20 reason set to: (Code:InsufficientInstanceCapacity)Temporarily disabling node due to insufficient capacity,
T00016368,1,node <*> reason set to: Scheduler health check <*> <*> update_node: node <*>,[2025-09-02T08:20:56.574] update_node: node test-cpu-4c-c7iflex-dy-c7iflex2xlarge-3 reason set to: updating node state during cluster update,
T00015582,1,2025-08-28T07:32:38.588] [2025-08-28T07:32:38.588] [2025-08-28T07:32:38.588] [2025-08-28T07:32:38.588] [2025-08,[2025-09-03T07:52:09.240] sched/backfill: fini: Backfill scheduler plugin shutting down,job_scheduled_event
T00016371,1,[2025-09-01T16:37:41.841] [2025-09-01T16:37:41.841] [POWER: no more nodes to resume for job]::41.841] POWER: no more nodes to resume for job: no,[2025-09-01T17:34:31.264] POWER: no more nodes to resume for job JobId=869,
T00016381,1,: POWER: no more nodes to resume for job JobId=867 POWER: no more nodes to resume for job:867 [2025-09-01T16:39:14.852] POWER: no more nodes to resume for job:,[2025-09-01T16:54:06.247] update_node: node cpu-48c-std-dy-c7i24xlarge-20 reason set to: Enabling node since insufficient capacity timeout expired,
T00016385,1,[2025-09-01T16:39:16.243]. [2025-09-01T16:39:16.243] Requering <*> [2025-09-01T16:39:16.243] Re,[2025-09-01T16:39:16.243] requeue job JobId=869 due to failure of node cpu-48c-std-dy-c7i24xlarge-9,job_failed_event
T00015569,1,[2025-08-28T00:26:07.940] [2025-08-28T00:26:07.940] [2025-08-28T00:26:07.940]: [2025-08-28T00:26:07.940],[2025-09-02T16:43:50.421] POWER: Power save mode: 330 nodes,
T00015551,1,[2025-08-27T15:02:57.78] POWER: no more nodes to resume for job [2025-08-27T15:02:57.781]:.8] [2025-08-27T15:02:57.78,[2025-08-28T10:02:22.000] sched: Allocate JobId=807 NodeList=gpu-1g-l4-2c-dy-g6xlarge-1 #CPUs=4 Partition=gpu-1g-l4-2c,
T00016411,1,POWER: no more nodes to resume for job POWER: no more nodes to resume for job JobId=871-05:44.892] POWER: no more nodes to resume for job [2025-09-01T16:44:24.892],[2025-09-01T18:29:48.680] POWER: no more nodes to resume for job JobId=872,
T00016412,1,[2025-09-01T16:44:26.235] [2025-09-01T16:44:26.235]::44:26.235 <*>,[2025-09-02T15:23:45.842] POWER: no more nodes to resume for job JobId=948,
T00016420,1,[2025-09-01T16:47:30.916] [POWER] [2025-09-01T16:47:30.916] [POWER] [2025-09-01T16:47:30.916] [POWER] [POWER] [POWER] [2025-09-01T,[2025-09-01T18:49:26.824] POWER: no more nodes to resume for job JobId=871,
T00016422,1,[2025-09-01T16:47:30.917] [POWER: no more nodes to resume for job POWER: no more nodes to resume for job POWER: no more nodes to resume for job:47:30.917] [2025-09-01T,[2025-09-01T17:04:33.040] POWER: no more nodes to resume for job JobId=872,
T00016433,1,: POWER: no more nodes to resume for job872-05-09T16:49:34.930] POWER: no more nodes to resume for job JobId=872 [2025-09-01T16:49:34.930] [202,[2025-09-01T18:23:36.635] POWER: no more nodes to resume for job JobId=871,
T00016439,1,node cpu-48c-std-dy-c7i24xlarge-7: <*> <*>,[2025-09-01T18:06:34.903] Requeuing JobId=872,
T00016440,1,: node <*> <*> at <*>,[2025-09-01T17:56:06.223] update_node: node cpu-48c-std-dy-c7i24xlarge-7 reason set to: Enabling node since insufficient capacity timeout expired,
T00016447,1,: JobId=871 JobId=871 JobId=871 [2025-09-01T16:54:13.965] JobId=8715-09-01T16:54:13.965] POWER: no more nodes to resume,[2025-09-01T18:53:34.856] POWER: no more nodes to resume for job JobId=872,
T00016468,1,[2025-09-01T17:01:24.014] error: no ret_list given . [2025-09-01T17:01:24.014],[2025-09-01T17:06:34.011] error: unable to split forward hostlist,
T00016386,1,[2025-09-01T16:39:16.243] [2025-09-01T16:39:16.243] requeue job:39:16.243 cpu-48c-std-dy-.243] [,[2025-09-01T16:39:16.243] Requeuing JobId=868,
