dataset,line_no,timestamp,level,component,message,template
HealthApp_2k,109,,,Step_SPUtils,20171223-22:15:37:652|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7020##548365##8661##13501##27180976,<HEX>-22:15:37:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,110,,,Step_SPUtils,20171223-22:15:37:653|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971,<HEX>-22:15:37:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,111,,,Step_ExtSDM,20171223-22:15:37:666|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127075,<HEX>-22:15:37:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,112,,,Step_ExtSDM,20171223-22:15:37:670|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:37:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,113,,,Step_StandReportReceiver,20171223-22:15:37:671|Step_StandReportReceiver|30002312|REPORT : 7021 5012 150389 240,<HEX>-22:15:37:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,114,,,Step_LSC,20171223-22:15:37:848|Step_LSC|30002312|onStandStepChanged 3594,<HEX>-22:15:37:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,115,,,onExtend,20171223-22:15:37:858|Step_LSC|30002312|onExtend:1514038538000 1 0 4,<HEX>-22:15:37:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,116,,,Step_SPUtils,20171223-22:15:38:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7021##548365##8661##13596##27181971,<HEX>-22:15:38:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,117,,,Step_SPUtils,20171223-22:15:38:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,<HEX>-22:15:38:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,118,,,Step_ExtSDM,20171223-22:15:38:159|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127097,<HEX>-22:15:38:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,119,,,Step_ExtSDM,20171223-22:15:38:164|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:38:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,120,,,Step_StandReportReceiver,20171223-22:15:38:164|Step_StandReportReceiver|30002312|REPORT : 7022 5013 150411 240,<HEX>-22:15:38:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,121,,,Step_LSC,20171223-22:15:38:349|Step_LSC|30002312|onStandStepChanged 3595,<HEX>-22:15:38:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,122,,,onExtend,20171223-22:15:38:361|Step_LSC|30002312|onExtend:1514038539000 1 0 4,<HEX>-22:15:38:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,123,,,Step_SPUtils,20171223-22:15:38:653|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7022##548365##8661##13691##27182468,<HEX>-22:15:38:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,124,,,Step_SPUtils,20171223-22:15:38:654|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,<HEX>-22:15:38:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,125,,,Step_ExtSDM,20171223-22:15:38:665|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127118,<HEX>-22:15:38:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,126,,,Step_ExtSDM,20171223-22:15:38:669|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:38:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,127,,,Step_StandReportReceiver,20171223-22:15:38:669|Step_StandReportReceiver|30002312|REPORT : 7023 5014 150432 240,<HEX>-22:15:38:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,128,,,Step_LSC,20171223-22:15:38:850|Step_LSC|30002312|onStandStepChanged 3596,<HEX>-22:15:38:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,129,,,onExtend,20171223-22:15:38:868|Step_LSC|30002312|onExtend:1514038539000 1 0 4,<HEX>-22:15:38:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,130,,,Step_SPUtils,20171223-22:15:39:150|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7023##548365##8661##13786##27182973,<HEX>-22:15:39:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,131,,,Step_SPUtils,20171223-22:15:39:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,<HEX>-22:15:39:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,132,,,Step_ExtSDM,20171223-22:15:39:155|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127139,<HEX>-22:15:39:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,133,,,Step_ExtSDM,20171223-22:15:39:156|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:39:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,134,,,Step_StandReportReceiver,20171223-22:15:39:156|Step_StandReportReceiver|30002312|REPORT : 7024 5015 150454 240,<HEX>-22:15:39:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,135,,,Step_LSC,20171223-22:15:39:348|Step_LSC|30002312|onStandStepChanged 3597,<HEX>-22:15:39:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,136,,,onExtend,20171223-22:15:39:354|Step_LSC|30002312|onExtend:1514038540000 1 0 4,<HEX>-22:15:39:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,137,,,Step_SPUtils,20171223-22:15:39:655|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469,<HEX>-22:15:39:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,138,,,Step_SPUtils,20171223-22:15:39:656|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,<HEX>-22:15:39:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,139,,,Step_ExtSDM,20171223-22:15:39:665|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127161,<HEX>-22:15:39:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,140,,,Step_ExtSDM,20171223-22:15:39:669|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:39:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,141,,,Step_StandReportReceiver,20171223-22:15:39:669|Step_StandReportReceiver|30002312|REPORT : 7025 5015 150475 240,<HEX>-22:15:39:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,142,,,Step_LSC,20171223-22:15:40:349|Step_LSC|30002312|onStandStepChanged 3598,<HEX>-22:15:40:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,143,,,onExtend,20171223-22:15:40:365|Step_LSC|30002312|onExtend:1514038541000 1 0 4,<HEX>-22:15:40:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,144,,,Step_SPUtils,20171223-22:15:40:652|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974,<HEX>-22:15:40:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,145,,,Step_SPUtils,20171223-22:15:40:653|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,<HEX>-22:15:40:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,146,,,Step_ExtSDM,20171223-22:15:40:668|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127182,<HEX>-22:15:40:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,147,,,Step_ExtSDM,20171223-22:15:40:675|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:40:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,148,,,Step_StandReportReceiver,20171223-22:15:40:676|Step_StandReportReceiver|30002312|REPORT : 7026 5016 150496 240,<HEX>-22:15:40:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,149,,,Step_LSC,20171223-22:15:40:848|Step_LSC|30002312|onStandStepChanged 3599,<HEX>-22:15:40:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,150,,,onExtend,20171223-22:15:40:852|Step_LSC|30002312|onExtend:1514038541000 1 0 4,<HEX>-22:15:40:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,151,,,Step_SPUtils,20171223-22:15:41:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7026##548365##8661##14071##27184972,<HEX>-22:15:41:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,152,,,Step_SPUtils,20171223-22:15:41:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,<HEX>-22:15:41:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,153,,,Step_ExtSDM,20171223-22:15:41:152|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127204,<HEX>-22:15:41:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,154,,,Step_ExtSDM,20171223-22:15:41:153|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:41:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,155,,,Step_StandReportReceiver,20171223-22:15:41:153|Step_StandReportReceiver|30002312|REPORT : 7027 5017 150518 240,<HEX>-22:15:41:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,156,,,Step_LSC,20171223-22:15:41:353|Step_LSC|30002312|onStandStepChanged 3600,<HEX>-22:15:41:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,157,,,onExtend,20171223-22:15:41:358|Step_LSC|30002312|onExtend:1514038542000 1 0 4,<HEX>-22:15:41:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,158,,,Step_SPUtils,20171223-22:15:41:658|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7027##548365##8661##14166##27185467,<HEX>-22:15:41:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,159,,,Step_SPUtils,20171223-22:15:41:658|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,<HEX>-22:15:41:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,160,,,Step_ExtSDM,20171223-22:15:41:667|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127225,<HEX>-22:15:41:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,161,,,Step_ExtSDM,20171223-22:15:41:670|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:41:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,162,,,Step_StandReportReceiver,20171223-22:15:41:672|Step_StandReportReceiver|30002312|REPORT : 7028 5017 150539 240,<HEX>-22:15:41:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,163,,,Step_LSC,20171223-22:15:41:848|Step_LSC|30002312|onStandStepChanged 3601,<HEX>-22:15:41:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,164,,,onExtend,20171223-22:15:41:856|Step_LSC|30002312|onExtend:1514038542000 1 0 4,<HEX>-22:15:41:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,165,,,Step_SPUtils,20171223-22:15:42:150|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7028##548365##8661##14261##27185977,<HEX>-22:15:42:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,166,,,Step_SPUtils,20171223-22:15:42:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,<HEX>-22:15:42:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,167,,,Step_ExtSDM,20171223-22:15:42:160|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127246,<HEX>-22:15:42:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,168,,,Step_ExtSDM,20171223-22:15:42:164|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:42:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,169,,,Step_StandReportReceiver,20171223-22:15:42:165|Step_StandReportReceiver|30002312|REPORT : 7029 5018 150561 240,<HEX>-22:15:42:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,170,,,Step_LSC,20171223-22:15:42:848|Step_LSC|30002312|onStandStepChanged 3602,<HEX>-22:15:42:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,171,,,onExtend,20171223-22:15:42:852|Step_LSC|30002312|onExtend:1514038543000 1 0 4,<HEX>-22:15:42:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,172,,,Step_SPUtils,20171223-22:15:43:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7029##548365##8661##14356##27186469,<HEX>-22:15:43:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,173,,,Step_SPUtils,20171223-22:15:43:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,<HEX>-22:15:43:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,174,,,Step_ExtSDM,20171223-22:15:43:160|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127268,<HEX>-22:15:43:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,175,,,Step_ExtSDM,20171223-22:15:43:163|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:43:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,176,,,Step_StandReportReceiver,20171223-22:15:43:164|Step_StandReportReceiver|30002312|REPORT : 7030 5019 150582 240,<HEX>-22:15:43:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,177,,,Step_LSC,20171223-22:15:43:348|Step_LSC|30002312|onStandStepChanged 3603,<HEX>-22:15:43:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,178,,,onExtend,20171223-22:15:43:354|Step_LSC|30002312|onExtend:1514038544000 1 0 4,<HEX>-22:15:43:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,179,,,Step_SPUtils,20171223-22:15:43:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7030##548365##8661##14451##27187468,<HEX>-22:15:43:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,180,,,Step_SPUtils,20171223-22:15:43:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968,<HEX>-22:15:43:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,181,,,Step_ExtSDM,20171223-22:15:43:677|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127289,<HEX>-22:15:43:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,182,,,Step_ExtSDM,20171223-22:15:43:679|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:43:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,183,,,Step_StandReportReceiver,20171223-22:15:43:679|Step_StandReportReceiver|30002312|REPORT : 7031 5020 150604 240,<HEX>-22:15:43:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,184,,,Step_LSC,20171223-22:15:43:850|Step_LSC|30002312|onStandStepChanged 3604,<HEX>-22:15:43:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,185,,,onExtend,20171223-22:15:43:861|Step_LSC|30002312|onExtend:1514038544000 1 0 4,<HEX>-22:15:43:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,186,,,Step_SPUtils,20171223-22:15:44:152|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7031##548365##8661##14546##27187968,<HEX>-22:15:44:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,187,,,Step_SPUtils,20171223-22:15:44:152|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471,<HEX>-22:15:44:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,188,,,Step_ExtSDM,20171223-22:15:44:163|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127311,<HEX>-22:15:44:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,189,,,Step_ExtSDM,20171223-22:15:44:166|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:44:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,190,,,Step_StandReportReceiver,20171223-22:15:44:170|Step_StandReportReceiver|30002312|REPORT : 7032 5020 150625 240,<HEX>-22:15:44:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,191,,,Step_LSC,20171223-22:15:44:849|Step_LSC|30002312|onStandStepChanged 3605,<HEX>-22:15:44:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,192,,,onExtend,20171223-22:15:44:863|Step_LSC|30002312|onExtend:1514038545000 1 0 4,<HEX>-22:15:44:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,193,,,Step_SPUtils,20171223-22:15:45:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7032##548365##8661##14641##27188471,<HEX>-22:15:45:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,194,,,Step_SPUtils,20171223-22:15:45:150|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469,<HEX>-22:15:45:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,195,,,Step_ExtSDM,20171223-22:15:45:158|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127332,<HEX>-22:15:45:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,196,,,Step_ExtSDM,20171223-22:15:45:161|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:45:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,197,,,Step_StandReportReceiver,20171223-22:15:45:164|Step_StandReportReceiver|30002312|REPORT : 7033 5021 150646 240,<HEX>-22:15:45:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,198,,,Step_LSC,20171223-22:15:45:348|Step_LSC|30002312|onStandStepChanged 3606,<HEX>-22:15:45:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,199,,,onExtend,20171223-22:15:45:361|Step_LSC|30002312|onExtend:1514038546000 1 0 4,<HEX>-22:15:45:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,200,,,Step_SPUtils,20171223-22:15:45:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7033##548365##8661##14736##27189469,<HEX>-22:15:45:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,201,,,Step_SPUtils,20171223-22:15:45:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,<HEX>-22:15:45:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,202,,,Step_ExtSDM,20171223-22:15:45:656|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127354,<HEX>-22:15:45:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,203,,,Step_ExtSDM,20171223-22:15:45:658|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:45:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,204,,,Step_StandReportReceiver,20171223-22:15:45:659|Step_StandReportReceiver|30002312|REPORT : 7034 5022 150668 240,<HEX>-22:15:45:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,205,,,Step_LSC,20171223-22:15:45:848|Step_LSC|30002312|onStandStepChanged 3607,<HEX>-22:15:45:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,206,,,onExtend,20171223-22:15:45:851|Step_LSC|30002312|onExtend:1514038546000 1 0 4,<HEX>-22:15:45:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,207,,,Step_SPUtils,20171223-22:15:46:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7034##548365##8661##14831##27189969,<HEX>-22:15:46:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,208,,,Step_SPUtils,20171223-22:15:46:150|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469,<HEX>-22:15:46:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,209,,,Step_ExtSDM,20171223-22:15:46:157|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127375,<HEX>-22:15:46:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,210,,,Step_ExtSDM,20171223-22:15:46:160|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:15:46:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,211,,,Step_StandReportReceiver,20171223-22:15:46:164|Step_StandReportReceiver|30002312|REPORT : 7035 5022 150689 240,<HEX>-22:15:46:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,212,,,Step_LSC,20171223-22:15:46:349|Step_LSC|30002312|onStandStepChanged 3608,<HEX>-22:15:46:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,213,,,onExtend,20171223-22:15:46:355|Step_LSC|30002312|onExtend:1514038547000 1 0 4,<HEX>-22:15:46:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
