dataset,line_no,timestamp,level,component,message,template
Hadoop_2k,65,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,66,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_<NUM>_<NUM>_m_<NUM> Task Transitioned from NEW to SCHEDULED"
Hadoop_2k,67,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,68,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,69,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_<NUM>_<NUM>_m_<NUM> Task Transitioned from NEW to SCHEDULED"
Hadoop_2k,70,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,71,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,72,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_<NUM>_<NUM>_m_<NUM> Task Transitioned from NEW to SCHEDULED"
Hadoop_2k,73,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,74,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,75,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_<NUM>_<NUM>_m_<NUM> Task Transitioned from NEW to SCHEDULED"
Hadoop_2k,76,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,77,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,78,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_<NUM>_<NUM>_m_<NUM> Task Transitioned from NEW to SCHEDULED"
Hadoop_2k,79,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,80,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,81,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,"2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_<NUM>_<NUM>_m_<NUM> Task Transitioned from NEW to SCHEDULED"
Hadoop_2k,82,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,83,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,84,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_<NUM>_<NUM>_m_<NUM> Task Transitioned from NEW to SCHEDULED"
Hadoop_2k,85,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,86,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,87,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_<NUM>_<NUM>_m_<NUM> Task Transitioned from NEW to SCHEDULED"
Hadoop_2k,88,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,89,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,90,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_<NUM>_<NUM>_m_<NUM> Task Transitioned from NEW to SCHEDULED"
Hadoop_2k,91,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,92,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,93,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_<NUM>_<NUM>_m_<NUM> Task Transitioned from NEW to SCHEDULED"
Hadoop_2k,94,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_<NUM>_<NUM>_r_<NUM> Task Transitioned from NEW to SCHEDULED"
Hadoop_2k,95,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,96,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,97,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,98,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,99,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000004_0 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,100,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000005_0 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,101,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000006_0 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,102,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000007_0 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,103,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000008_0 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,104,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000009_0 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,105,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:01:53,885 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_r_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:01:53,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_r_<NUM>_0 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,106,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:01:53,885 INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: mapResourceRequest:<memory:1024, vCores:1>","<NUM>-10-18 18:01:53,<NUM> INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: mapResourceRequest:<memory:<NUM>, vCores:1>"
Hadoop_2k,107,,INFO,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,"2015-10-18 18:01:53,900 INFO [eventHandlingThread] org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler: Event Writer setup for JobId: job_1445144423722_0020, File: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist","<NUM>-10-18 18:01:53,<NUM> INFO [eventHandlingThread] org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler: Event Writer setup for JobId: job_<NUM>_<NUM>, File: hdfs:<PATH>:<NUM><PATH>"
Hadoop_2k,108,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:01:53,900 INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: reduceResourceRequest:<memory:1024, vCores:1>","<NUM>-10-18 18:01:53,<NUM> INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: reduceResourceRequest:<memory:<NUM>, vCores:1>"
Hadoop_2k,109,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:01:54,791 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Before Scheduling: PendingReds:1 ScheduledMaps:10 ScheduledReds:0 AssignedMaps:0 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:0 ContRel:0 HostLocal:0 RackLocal:0","<NUM>-10-18 18:01:54,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Before Scheduling: PendingReds:1 ScheduledMaps:10 ScheduledReds:0 AssignedMaps:0 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:0 ContRel:0 HostLocal:0 RackLocal:0"
Hadoop_2k,110,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"2015-10-18 18:01:54,838 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17> knownNMs=4","<NUM>-10-18 18:01:54,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: getResources() for application_<NUM>_<NUM>: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:<NUM>, vCores:-17> knownNMs=4"
