timestamp,raw,final_label,severity,owner_team,tags,cluster_id,t5_template,cluster_template,auto_label
,[2025-09-03T08:10:00.0000 POWER: Power save mode: 324 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T08:10:00.0000 POWER: Power save mode: 324 nodes [2025-09-03T08:10:00.0000 POWER: Power save mode: 324 nodes [2025-09-03T08:10:00.0000 POWER,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T12:16:05.0000 Node cpu-8c-std-dy-c7i4xlarge-1 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T12:16:05.0000 Node cpu-8c-std-dy-c7i4xlarge-1 now responding now now]-c7i4xlarge-1 now responding now-c7i4x,<*> Node <*> now responding,node_now_responding
,[2025-09-03T04:17:39.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,2025-09-03T04:17:39.0000.2025-09-03T04:17:39.00000000] [2025-09-03T04:17:39.0000 [2025-09-03T04:17:39.0000 State of,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,[2025-09-03T22:00:44.0000 Node cpu-8c-std-dy-c7i4xlarge-1 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T22:00:44.0000 Node cpu-8c-std-dy-c7i4xlarge-1 now responding. [2025-09-03T22:00:44.0000 Node cpu-8c-std-,<*> Node <*> now responding,node_now_responding
,[2025-09-03T03:43:04.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,to storage cluster exceeded threshold to storage cluster exceeded threshold to storage cluster exceeded threshold to storage cluster exceeded threshold to storage cluster exceeded threshold to storage cluster exceeded threshold to storage cluster exceeded threshold to storage cluster exceeded threshold to storage cluster exceeded threshold to storage cluster exceeded threshold to storage cluster exceeded threshold to storage cluster exceeded threshold to storage,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T22:03:29.0000 sched: Allocate JobId=1013 NodeList=cpu-8c-std-dy-c7i4xlarge-3 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,cpu-8c-std-dy-c7i4xlarge-3] [2025-09-03T22:03:29.0000 sched: Allocate JobId=1013-dy-c7i4xlarge-3],<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T20:08:18.0000 Node cpu-8c-std-dy-c7i4xlarge-1 now responding,node_now_responding,info,infra,"node,recovered,online",8,cpu-8c-std-dy-c7i4xlarge-1 now responding.]-c7i4xlarge-1 now responding-c7i4xlarge-1]-c7i4x5-09-03T20:,<*> Node <*> now responding,node_now_responding
,"[2025-09-03T06:33:13.0000 Gres Name=gpu Type=l4 Count=2 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T06:33:13.0000 Gres] [2025-09-03T06:33:13.0000 Gres] [2025-09-03T06:33:13.0000 Gres] [2025-09-03T06:33:13,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T16:49:02.0000 AUTH: authentication failure for user admin,auth_failure,high,security,"auth,security,login_failure",7,[2025-09-03T16:49:02.0000 AUTH: authentication failure for user admin] [2025-09-03T16:49:02.0000 AUTH: authentication failure for user admin] [2025-09-03T16:49:02.0000 AUTH:,<*> AUTH: authentication failure for user admin,auth_failure
,[2025-09-03T15:19:45.0000 AUTH: user root failed password authentication,auth_failure,high,security,"auth,security,login_failure",30,[2025-09-03T15:19:45.0000 AUTH: user root failed password authentication.] [2025-09-03T15:19:45.0000 AUTH: user root failed password authentication.,<*> AUTH: user root failed password authentication,auth_failure
,[2025-09-03T22:35:50.0000 Node cpu-8c-std-dy-c7i4xlarge-4 now responding,node_now_responding,info,infra,"node,recovered,online",8,cpu-8c-std-dy-c7i4xlarge-4 now responding..c7i4xlarge-4 now responding.c7i4xlarge-4 now responding.-c7i4xlarge-4-c7i4,<*> Node <*> now responding,node_now_responding
,[2025-09-03T00:16:31.0000 select/cons_tres: preparing for 19 partitions,unknown,info,unknown,,20,[2025-09T00:16:31.0000 select/cons_tres: preparing for 19 partitions..2025-09T00:16:31.0000 select/cons_tres: preparing for 19 partitions.] [2025-09T00,<*> select/cons_tres: preparing for 19 partitions,unknown
,[2025-09-03T04:19:35.0000 AUTH: failed password for ubuntu,auth_failure,high,security,"auth,security,login_failure",23,] [2025-09-03T04:19:35.0000 AUTH: failed password for ubuntu.]. [2025-09-03T04:19:35.0000 AUTH: failed password for ubuntu..,<*> AUTH: failed password for ubuntu,auth_failure
,[2025-09-03T17:21:20.0000 POWER: Power save mode: 335 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T17:21:20.0000 POWER: Power save mode: 335 nodes [2025-09-03T17:21:20.0000 POWER: Power save mode: 335 nodes [2025-09-03T17:21:20.,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T16:42:53.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold..].] [2025-09-03T16:42:53.0000 [2025-09-03T16:42:53.0000] [2025-09-03T16:42:53.0000.],<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T05:34:28.0000 sched: Allocate JobId=954 NodeList=cpu-8c-std-dy-c7i4xlarge-2 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,2025-09-03T05:34:28.0000 sched:-dy-c7i4xlarge-2]d-dy-c7i4xlarge-2] [2025-09-03T05:34:28.0000 sched,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T05:25:20.0000 select/cons_tres: preparing for 19 partitions,unknown,info,unknown,,20,[2025-09T05:25:20.0000 select/cons_tres: preparing for 19 partitions..]. [2025-09-03T05:25:20.0000 select/cons_tres: preparing for 19 partitions..,<*> select/cons_tres: preparing for 19 partitions,unknown
,[2025-09-03T20:18:25.0000 _slurm_rpc_submit_batch_job: JobId=975 InitPrio=32293 usec=5314,job_submit_batch,info,scheduler,"job,submit,batch",57,5-09-03T20:18:25.0000 [2025-09-03T20:18:25.0000 _slurm_rpc_submit_batch_job: [2025-09-03T20:18:25.0000 _s,[2025-09-03T20:18:25.0000 _slurm_rpc_submit_batch_job: JobId=975 InitPrio=32293 usec=5314,job_submit_batch
,[2025-09-03T01:53:48.0000 AUTH: authentication failure for user admin,auth_failure,high,security,"auth,security,login_failure",7,[2025-09-03T01:53:48.0000 AUTH: authentication failure for user admin] [2025-09-03T01:53:48.0000 AUTH: authentication failure for user admin] [2025-09-03T01:53:48.0000,<*> AUTH: authentication failure for user admin,auth_failure
,[2025-09-03T02:58:35.0000 POWER: Power save mode: 323 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T02:58:35.0000 POWER: Power save mode: 323 nodes: [2025-09-03T02:58:35.0000 POWER: [2025-09-03T02:58:35.0000 POWER: Power save mode,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T17:50:44.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold...].] [2025-09-03T17:50:44.0000 NETWORK: latency to storage cluster exceeded threshold..] [2025-09-03T17:50:44.0000 NETWORK,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T06:18:38.0000 POWER: power_save: waking nodes cpu-8c-std-dy-c7i4xlarge-4,cluster_power_save_wake,info,infra,"power,save,wakeup",19,] [2025-09-03T06:18:38.0000 POWER: power_save: waking nodes]] [2025-09-03T06:18:38.0000 POWER: power_save: waking nodes],<*> POWER: power_save: waking nodes cpu-8c-std-dy-c7i4xlarge-4,cluster_power_save_wake
,[2025-09-03T01:21:25.0000 Running as primary controller,controller_primary,info,infra,"controller,primary",6,[2025-09-03T01:21:25.0000 Running as primary controller.] [2025-09-03T01:21:25.0000 Running as primary controller.,<*> Running as primary controller,controller_primary
,[2025-09-03T05:20:06.0000 DISK: scrubber error while cleaning temp files,disk_scrubber_error,high,storage,"disk,scrubber,error",14,[2025-09-03T05:20:06.0000 DISK: scrubber error while cleaning temp files.] [2025-09-03T05:20:06.0000 DISK: scrubber error while cleaning temp files.,<*> DISK: scrubber error while cleaning temp files,disk_scrubber_error
,[2025-09-03T14:39:49.0000 _slurm_rpc_submit_batch_job: JobId=954 InitPrio=34048 usec=6726,job_submit_batch,info,scheduler,"job,submit,batch",58,] [2025-09-03T14:39:39.0000 _slurm_rpc_submit_batch_job: [2025-09-03T14:39:39.0000 _slurm_rpc_submit_,[2025-09-03T14:39:49.0000 _slurm_rpc_submit_batch_job: JobId=954 InitPrio=34048 usec=6726,job_submit_batch
,[2025-09-03T11:01:49.0000 POWER: Power save mode: 323 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T11:01:49.0000 POWER: Power save mode: 323 nodes: [2025-09-03T11:01:49.0000 POWER: [2025-09-03T11:01:49.0000 POWER: Power save mode,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T04:25:43.0000 POWER: Power save mode: 320 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T04:25:43.0000 POWER: Power save mode: 320 nodes. [2025-09-03T04:25:43.0000 POWER: [2025-09-03T04:25:43.0000 POWER: Power save mode,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,"[2025-09-03T20:47:56.0000 Gres Name=gpu Type=l4 Count=2 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T20:47:56.0000] [2025-09-03T20:47:56.0000 Gres4]]] [2025-09-03T20:47:56.0000 Gres=gpu] [2025-0,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T19:22:47.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,2025-09-03T19:22:47.0000.2025-09-03T19:22:47.0000 State of 0 reservations recovered recovered.0000] [2025-09-03T19:22:47.0000 State of 0 reservations recovered recovered.,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,[2025-09-03T10:51:33.0000 POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online,info,infra,"power,node,online",15,cpu=8c-std-dy-c7i4xlarge-4]]]-c7i4xlarge-4]-.00005-09-03T10:51:33.00005-09-03T10,<*> POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online
,[2025-09-03T09:51:25.0000 Node cpu-8c-std-dy-c7i4xlarge-4 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T09:51:25.0000 Node cpu-8c-std-dy-c7i4xlarge-4 now responding. [2025-09-03T09:51:25.0000 Node cpu-8c-st,<*> Node <*> now responding,node_now_responding
,[2025-09-03T03:35:48.0000 select/cons_tres: preparing for 19 partitions,unknown,info,unknown,,20,[2025-09T03:35:48.0000 select/cons_tres: preparing for 19 partitions..]. [2025-09T03:35:48.0000 select/cons_tres: preparing for 19 partitions..,<*> select/cons_tres: preparing for 19 partitions,unknown
,[2025-09-03T15:24:01.0000 POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online,info,infra,"power,node,online",15,cpu=8c-std-dy-c7i4xlarge-4.]]-c7i4xlarge-4]-i42025-09-03T15:24:01.0000]5:005-09-,<*> POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online
,[2025-09-03T11:04:36.0000 _slurm_rpc_submit_batch_job: JobId=997 InitPrio=33665 usec=5225,job_submit_batch,info,scheduler,"job,submit,batch",59,5-09-03T11:04:36.0000 [2025-09-03T11:04:36.0000 _slurm_rpc_submit_batch_job: [2025-09-03T11:04:36.0000 _s,[2025-09-03T11:04:36.0000 _slurm_rpc_submit_batch_job: JobId=997 InitPrio=33665 usec=5225,job_submit_batch
,[2025-09-03T13:50:13.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,.]..].] [2025-09T13:50:13.0000 NETWORK: latency to storage cluster exceeded threshold..] [2025-09-03T13:50:13.0000 NETWORK:].] [202,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T09:57:45.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold...].] [2025-09-03T09:57:45.0000 NETWORK: latency to storage cluster exceeded threshold..] [2025-09-03T09:57:45.0000 NETWORK,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T20:27:35.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,...].] [2025-09-03T20:27:35.0000 NETWORK: latency to storage cluster exceeded threshold..] [2025-09-03T20:27:35.0000 NETWORK: latency to storage cluster exceeded,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T09:22:20.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,2025-09-03T09:22:20.0000.2025-09-03T09:22:20.0000 State of 0 reservations recovered recovered.0000] [2025-09-03T09:22:20.0000 State of 0 reservations recovered recovered.,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,"[2025-09-03T20:58:12.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters,info,scheduler,"scheduler,config",3,"2025-09-03T20:58:12.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320] [2025-09-03T20:58:12.0000 [2025-09","<*> SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters
,[2025-09-03T18:19:30.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,[2025-09-03T18:19:30.0000 State of 0 reservations recovered recovered. [2025-09-03T18:19:30.0000 State of 0 reservations recovered.,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,[2025-09-03T06:37:04.0000 POWER: Power save mode: 340 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T06:37:04.0000 POWER: Power save mode: 340 nodes [2025-09-03T06:37:04.0000 POWER: Power save mode: 340 nodes [2025-09-03T06:37:04.0000 POWER,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T23:22:29.0000 Running as primary controller,controller_primary,info,infra,"controller,primary",6,[2025-09-03T23:22:29.0000 Running as primary controller.] [2025-09-03T23:22:29.0000 Running as primary controller.,<*> Running as primary controller,controller_primary
,[2025-09-03T05:12:23.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,2025-09-03T05:12:23.0000 State of 0 reservations recovered recovered recovered recovered2025-09-03T05:12:23.0000 State of 0 reservations recovered recovered recovered0000]-03T05:12:23.00005-0,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,[2025-09-03T13:48:22.0000 AUTH: authentication failure for user admin,auth_failure,high,security,"auth,security,login_failure",7,[2025-09-03T13:48:22.0000 AUTH: authentication failure for user admin] [2025-09-03T13:48:22.0000 AUTH: authentication failure for user admin] [2025-09-03T13:48:22.0000,<*> AUTH: authentication failure for user admin,auth_failure
,[2025-09-03T05:37:02.0000 sched: Allocate JobId=1025 NodeList=cpu-8c-std-dy-c7i4xlarge-2 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,2025-09-03T05:37:02.0000 sched:-dy-c7i4xlarge-2]dy-c7i4xlarge-2] [2025-09-03T05:37:02.0000 sched: Allocate,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T05:45:09.0000 sched: Allocate JobId=979 NodeList=cpu-8c-std-dy-c7i4xlarge-4 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,2025-09-03T05:45:09.0000 sched: Allocate JobId=979-dy-c7i4xlarge-4]c7i4xlarge-4] [2025-09-03T05:45:09.0000,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T09:17:02.0000 _slurm_rpc_submit_batch_job: JobId=1014 InitPrio=31247 usec=6682,job_submit_batch,info,scheduler,"job,submit,batch",60,[2025-09-03T09:17:02.0000 _slurm_rpc_submit_batch_job: [2025-09-03T09:17:02.0000 _slurm_rpc_submit_batch_job,[2025-09-03T09:17:02.0000 _slurm_rpc_submit_batch_job: JobId=1014 InitPrio=31247 usec=6682,job_submit_batch
,"[2025-09-03T12:08:19.0000 Gres Name=gpu Type=l4 Count=6 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T12:08:19.0000 Gres] [2025-09-03T12:08:19.0000 Gres] [2025-09-03T12:08:19.0000 Gres] [2025-09-03T12:08:19,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,"[2025-09-03T08:03:33.0000 Gres Name=gpu Type=l4 Count=7 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09T08:03:33.0000] [2025-09-03T08:03:33.0000 Gres Name=gpu Type=l4 Count=74]2025-09T08:03:33.0000 Gres]202,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T00:29:51.0000 POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online,info,infra,"power,node,online",15,node cpu=8c-std-dy-c7i4xlarge-4]]] POWER: Node cpu-8c-std-dy-c7i4xlarge-4--.0000,<*> POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online
,[2025-09-03T10:58:42.0000 sched: Allocate JobId=1022 NodeList=cpu-8c-std-dy-c7i4xlarge-3 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,2025-09-03T10:58:42.0000-dy-c7i4xlarge-3]dy-c7i4xlarge-3] [2025-09-03T10:58:42.0000 sched: Allocate JobI,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T05:59:34.0000 POWER: no more nodes to resume for job JobId=986,cluster_power_save_complete,info,infra,"power,save,complete",1,] [2025-09-03T05:59:34.0000 POWER: no more nodes resume for job] [2025-09-03T05:59:34.0000 POWER: no more nodes resume for job]:59:34.0000 POWER,<*> POWER: no more nodes to resume for job JobId=986,cluster_power_save_complete
,"[2025-09-03T06:22:38.0000 Gres Name=gpu Type=l4 Count=8 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T06:22:38.0000 Gres] [2025-09-03T06:22:38.0000 Gres] [2025-09-03T06:22:38.0000 Gres] [2025-09-03T06:22:38,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T11:56:30.0000 sched: Allocate JobId=998 NodeList=cpu-8c-std-dy-c7i4xlarge-5 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,cpu-8c-std-dy-c7i4xlarge-5-dy-c7i4xlarge-5]dy-c7i4xlarge-5] [2025-09-03T11:56:30.0000 sched,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,"[2025-09-03T20:02:06.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters,info,scheduler,"scheduler,config",3,"2025-09-03T20:02:06.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320] [2025-09-03T20:02:06.0000] [2025-0","<*> SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters
,[2025-09-03T01:23:06.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,[2025-09-03T01:23:06.0000 NETWORK: latency to storage cluster exceeded threshold. [2025-09-03T01:23:06.0000 NETWORK: latency to storage cluster exceeded threshold.,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T10:40:25.0000 select/cons_tres: preparing for 19 partitions,unknown,info,unknown,,20,[2025-09T10:40:25.0000 select/cons_tres: preparing for 19 partitions.. [2025-09-03T10:40:25.0000 select/cons_tres: preparing for 19 partitions]..,<*> select/cons_tres: preparing for 19 partitions,unknown
,[2025-09-03T04:55:53.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold..].] [2025-09-03T04:55:53.0000 NETWORK: latency to storage cluster exceeded threshold..] [2025-09-03T04:55:53.0000 to storage cluster,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T05:08:16.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold..].] [2025-09-03T05:08:16.0000 [2025-09-03T05:08:16.0000 NETWORK: latency to storage cluster exceeded threshold..].0000,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T16:54:41.0000 DISK: /var is 93% full on node cpu-8c-std,disk_usage_high,warning,storage,"disk,usage,high",24,] [2025-09-03T16:54:41.0000 DISK:] [2025-09-03T16:54:41.0000 DISK:]] [2025-09-03T16:54:41.0000 DISK:,<*> DISK: /var is <*> full on node cpu-8c-std,disk_usage_high
,[2025-09-03T00:34:37.0000 AUTH: user root failed password authentication,auth_failure,high,security,"auth,security,login_failure",30,[2025-09-03T00:34:37.0000 AUTH: user root failed password authentication.,<*> AUTH: user root failed password authentication,auth_failure
,[2025-09-03T16:18:04.0000 AUTH: user root failed password authentication,auth_failure,high,security,"auth,security,login_failure",30,2025-09-03T16:18:04.0000 AUTH: user root failed password authentication..: user root failed password authentication]] [2025-09-03T16:18:04.0000 AUTH: user root failed password authentication..2025-0,<*> AUTH: user root failed password authentication,auth_failure
,[2025-09-03T01:31:19.0000 AUTH: authentication failure for user admin,auth_failure,high,security,"auth,security,login_failure",7,[2025-09-03T01:31:19.0000 AUTH: authentication failure for user admin] [2025-09-03T01:31:19.0000 AUTH: authentication failure for user admin] [2025-09-03T01:31:19.0000,<*> AUTH: authentication failure for user admin,auth_failure
,[2025-09-03T06:56:09.0000 POWER: Power save mode: 339 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T06:56:09.0000 POWER: Power save mode: 339 nodes [2025-09-03T06:56:09.0000 POWER: Power save mode: 339 nodes] [2025-09-03T06:56:09.0000,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T04:57:16.0000 select/cons_tres: preparing for 19 partitions,unknown,info,unknown,,20,[2025-09T04:57:16.0000 select/cons_tres: preparing for 19 partitions..]. [2025-09-03T04:57:16.0000 select/cons_tres: preparing for 19 partitions..,<*> select/cons_tres: preparing for 19 partitions,unknown
,[2025-09-03T09:55:30.0000 sched: Allocate JobId=971 NodeList=cpu-8c-std-dy-c7i4xlarge-3 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,std-dy-c7i4xlarge-3-dy-c7i4xlarge-3]d-dy-c7i4xlarge-3-std-dy-c7i4xlarge-3]cpu,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T08:12:04.0000 Node cpu-8c-std-dy-c7i4xlarge-5 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T08:12:04.0000 Node cpu-8c-std-dy-c7i4xlarge-5 now responding.]-c7i4xlarge-5] [2025-09-03T08:12:,<*> Node <*> now responding,node_now_responding
,"[2025-09-03T14:27:13.0000 Gres Name=gpu Type=l4 Count=2 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T14:27:13.0000 Gres] [2025-09-03T14:27:13.0000 Gres] [2025-09-03T14:27:13.0000 Gres] [2025-09-03T14:27:13,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T13:33:35.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,2025-09-03T13:33:35.0000.2025-09-03T13:33:35.0000 State of 0 reservations recovered recovered.0000] [2025-09-03T13:33:35.0000 State of 0 reservations recovered recovered.,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,[2025-09-03T03:12:32.0000 sched: Allocate JobId=989 NodeList=cpu-8c-std-dy-c7i4xlarge-4 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,cpu-8c-std-dy-c7i4xlarge-4-dy-c7i4xlarge-4]-dy-c7i4xlarge-4] [2025-09-03T03:12:32.0000 s,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T05:02:10.0000 DISK: /var is 89% full on node cpu-8c-std,disk_usage_high,warning,storage,"disk,usage,high",24,] [2025-09-03T05:02:10.0000 DISK: /var is 89% full on node cpu-8c-std]]] [2025-09-03T05:02:10.0000 DISK:],<*> DISK: /var is <*> full on node cpu-8c-std,disk_usage_high
,[2025-09-03T19:21:53.0000 Node cpu-8c-std-dy-c7i4xlarge-2 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T19:21:53.0000 Node cpu-8c-std-dy-c7i4xlarge-2 now responding.]-c7i4xlarge-2 now responding-c7i4xlarge-2,<*> Node <*> now responding,node_now_responding
,[2025-09-03T08:18:14.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,2025-09-03T08:18:14.0000.2025-09-03T08:18:14.0000 State of 0 reservations recovered recovered.0000] [2025-09-03T08:18:14.0000 State of 0 reservations recovered recovered.,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,[2025-09-03T19:02:54.0000 sched: Allocate JobId=1028 NodeList=cpu-8c-std-dy-c7i4xlarge-3 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,2025-09-03T19:02:54.0000 sched:-dy-c7i4xlarge-3]d-dy-c7i4xlarge-3] [2025-09-03T19:02:54.0000 sched,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,"[2025-09-03T13:57:28.0000 Gres Name=gpu Type=l4 Count=5 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T13:57:28.0000 Gres] [2025-09-03T13:57:28.0000 Gres] [2025-09-03T13:57:28.0000 Gres] [2025-09-03T13:57:28,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
